ES/EN,MX
"['Juan_7_IJSUD.txt', 'Juan_7_esp_rva.txt', 'Juan_7_esp_a.txt']","['Juan_7_xtm.txt', 'Juan_7_mza.txt', 'Juan_7_mxv.txt', 'Juan_7_mpm.txt', 'Juan_7_mks.txt', 'Juan_7_mjc.txt', 'Juan_7_miy.txt', 'Juan_7_mit.txt', 'Juan_7_mio.txt', 'Juan_7_mih.txt', 'Juan_7_mie.txt']"
"['Juan_8_IJSUD.txt', 'Juan_8_esp_rva.txt', 'Juan_8_esp_a.txt']","['Juan_8_xtm.txt', 'Juan_8_mza.txt', 'Juan_8_mxv.txt', 'Juan_8_mpm.txt', 'Juan_8_mks.txt', 'Juan_8_mjc.txt', 'Juan_8_miy.txt', 'Juan_8_mit.txt', 'Juan_8_mio.txt', 'Juan_8_mih.txt', 'Juan_8_mie.txt']"
"['Juan_9_IJSUD.txt', 'Juan_9_esp_rva.txt', 'Juan_9_esp_a.txt']","['Juan_9_xtm.txt', 'Juan_9_mza.txt', 'Juan_9_mxv.txt', 'Juan_9_mpm.txt', 'Juan_9_mks.txt', 'Juan_9_mjc.txt', 'Juan_9_miy.txt', 'Juan_9_mit.txt', 'Juan_9_mio.txt', 'Juan_9_mih.txt', 'Juan_9_mie.txt']"
"['Judas_1_IJSUD.txt', 'Judas_1_esp_rva.txt', 'Judas_1_esp_a.txt']","['Judas_1_xtm.txt', 'Judas_1_mza.txt', 'Judas_1_mxv.txt', 'Judas_1_mpm.txt', 'Judas_1_mks.txt', 'Judas_1_mjc.txt', 'Judas_1_miy.txt', 'Judas_1_mit.txt', 'Judas_1_mio.txt', 'Judas_1_mih.txt', 'Judas_1_mie.txt']"
['La_cancion_del_gato_ES.txt'],['La_cancion_del_gato_MX.txt']
['La_cucaracha_la_gallina_el_coyote_y_el_señor_ES.txt'],['La_cucaracha_la_gallina_el_coyote_y_el_señor_MX.txt']
['La_milpa_ES.txt'],['La_milpa_MX.txt']
['La_tortuga_que_Luis_encontró_ES.txt'],['La_tortuga_que_Luis_encontró_MX.txt']
['Los_tres_enamorados_miedosos_ES.txt'],['Los_tres_enamorados_miedosos_MX.txt']
"['Lucas_10_IJSUD.txt', 'Lucas_10_esp_rva.txt', 'Lucas_10_esp_a.txt']","['Lucas_10_xtm.txt', 'Lucas_10_mza.txt', 'Lucas_10_mxv.txt', 'Lucas_10_mpm.txt', 'Lucas_10_mks.txt', 'Lucas_10_mjc.txt', 'Lucas_10_miy.txt', 'Lucas_10_mit.txt', 'Lucas_10_mio.txt', 'Lucas_10_mih.txt', 'Lucas_10_mie.txt']"
"['Lucas_11_IJSUD.txt', 'Lucas_11_esp_rva.txt', 'Lucas_11_esp_a.txt']","['Lucas_11_xtm.txt', 'Lucas_11_mza.txt', 'Lucas_11_mxv.txt', 'Lucas_11_mpm.txt', 'Lucas_11_mks.txt', 'Lucas_11_mjc.txt', 'Lucas_11_miy.txt', 'Lucas_11_mit.txt', 'Lucas_11_mio.txt', 'Lucas_11_mih.txt', 'Lucas_11_mie.txt']"
"['Lucas_12_IJSUD.txt', 'Lucas_12_esp_rva.txt', 'Lucas_12_esp_a.txt']","['Lucas_12_xtm.txt', 'Lucas_12_mza.txt', 'Lucas_12_mxv.txt', 'Lucas_12_mpm.txt', 'Lucas_12_mks.txt', 'Lucas_12_mjc.txt', 'Lucas_12_miy.txt', 'Lucas_12_mit.txt', 'Lucas_12_mio.txt', 'Lucas_12_mih.txt', 'Lucas_12_mie.txt']"
"['Lucas_13_IJSUD.txt', 'Lucas_13_esp_rva.txt', 'Lucas_13_esp_a.txt']","['Lucas_13_xtm.txt', 'Lucas_13_mza.txt', 'Lucas_13_mxv.txt', 'Lucas_13_mpm.txt', 'Lucas_13_mks.txt', 'Lucas_13_mjc.txt', 'Lucas_13_miy.txt', 'Lucas_13_mit.txt', 'Lucas_13_mio.txt', 'Lucas_13_mih.txt', 'Lucas_13_mie.txt']"
"['Lucas_14_IJSUD.txt', 'Lucas_14_esp_rva.txt', 'Lucas_14_esp_a.txt']","['Lucas_14_xtm.txt', 'Lucas_14_mza.txt', 'Lucas_14_mxv.txt', 'Lucas_14_mpm.txt', 'Lucas_14_mks.txt', 'Lucas_14_mjc.txt', 'Lucas_14_miy.txt', 'Lucas_14_mit.txt', 'Lucas_14_mio.txt', 'Lucas_14_mih.txt', 'Lucas_14_mie.txt']"
"['Lucas_15_IJSUD.txt', 'Lucas_15_esp_rva.txt', 'Lucas_15_esp_a.txt']","['Lucas_15_xtm.txt', 'Lucas_15_mza.txt', 'Lucas_15_mxv.txt', 'Lucas_15_mpm.txt', 'Lucas_15_mks.txt', 'Lucas_15_mjc.txt', 'Lucas_15_miy.txt', 'Lucas_15_mit.txt', 'Lucas_15_mio.txt', 'Lucas_15_mih.txt', 'Lucas_15_mie.txt']"
"['Lucas_16_IJSUD.txt', 'Lucas_16_esp_rva.txt', 'Lucas_16_esp_a.txt']","['Lucas_16_xtm.txt', 'Lucas_16_mza.txt', 'Lucas_16_mxv.txt', 'Lucas_16_mpm.txt', 'Lucas_16_mks.txt', 'Lucas_16_mjc.txt', 'Lucas_16_miy.txt', 'Lucas_16_mit.txt', 'Lucas_16_mio.txt', 'Lucas_16_mih.txt', 'Lucas_16_mie.txt']"
"['Lucas_17_IJSUD.txt', 'Lucas_17_esp_rva.txt', 'Lucas_17_esp_a.txt']","['Lucas_17_xtm.txt', 'Lucas_17_mza.txt', 'Lucas_17_mxv.txt', 'Lucas_17_mpm.txt', 'Lucas_17_mks.txt', 'Lucas_17_mjc.txt', 'Lucas_17_miy.txt', 'Lucas_17_mit.txt', 'Lucas_17_mio.txt', 'Lucas_17_mih.txt', 'Lucas_17_mie.txt']"
"['Lucas_18_IJSUD.txt', 'Lucas_18_esp_rva.txt', 'Lucas_18_esp_a.txt']","['Lucas_18_xtm.txt', 'Lucas_18_mza.txt', 'Lucas_18_mxv.txt', 'Lucas_18_mpm.txt', 'Lucas_18_mks.txt', 'Lucas_18_mjc.txt', 'Lucas_18_miy.txt', 'Lucas_18_mit.txt', 'Lucas_18_mio.txt', 'Lucas_18_mih.txt', 'Lucas_18_mie.txt']"
"['Lucas_19_IJSUD.txt', 'Lucas_19_esp_rva.txt', 'Lucas_19_esp_a.txt']","['Lucas_19_xtm.txt', 'Lucas_19_mza.txt', 'Lucas_19_mxv.txt', 'Lucas_19_mpm.txt', 'Lucas_19_mks.txt', 'Lucas_19_mjc.txt', 'Lucas_19_miy.txt', 'Lucas_19_mit.txt', 'Lucas_19_mio.txt', 'Lucas_19_mih.txt', 'Lucas_19_mie.txt']"
"['Lucas_1_IJSUD.txt', 'Lucas_1_esp_rva.txt', 'Lucas_1_esp_a.txt']","['Lucas_1_mks.txt', 'Lucas_1_mjc.txt', 'Lucas_1_miy.txt', 'Lucas_1_mit.txt', 'Lucas_1_mio.txt', 'Lucas_1_mih.txt', 'Lucas_1_mie.txt', 'Lucas_1_mpm.txt', 'Lucas_1_mxv.txt', 'Lucas_1_mza.txt', 'Lucas_1_xtm.txt']"
"['Lucas_20_IJSUD.txt', 'Lucas_20_esp_rva.txt', 'Lucas_20_esp_a.txt']","['Lucas_20_xtm.txt', 'Lucas_20_mza.txt', 'Lucas_20_mxv.txt', 'Lucas_20_mpm.txt', 'Lucas_20_mks.txt', 'Lucas_20_mjc.txt', 'Lucas_20_miy.txt', 'Lucas_20_mit.txt', 'Lucas_20_mio.txt', 'Lucas_20_mih.txt', 'Lucas_20_mie.txt']"
"['Lucas_21_IJSUD.txt', 'Lucas_21_esp_rva.txt', 'Lucas_21_esp_a.txt']","['Lucas_21_xtm.txt', 'Lucas_21_mza.txt', 'Lucas_21_mxv.txt', 'Lucas_21_mpm.txt', 'Lucas_21_mks.txt', 'Lucas_21_mjc.txt', 'Lucas_21_miy.txt', 'Lucas_21_mit.txt', 'Lucas_21_mio.txt', 'Lucas_21_mih.txt', 'Lucas_21_mie.txt']"
"['Lucas_22_IJSUD.txt', 'Lucas_22_esp_rva.txt', 'Lucas_22_esp_a.txt']","['Lucas_22_xtm.txt', 'Lucas_22_mza.txt', 'Lucas_22_mxv.txt', 'Lucas_22_mpm.txt', 'Lucas_22_mks.txt', 'Lucas_22_mjc.txt', 'Lucas_22_miy.txt', 'Lucas_22_mit.txt', 'Lucas_22_mio.txt', 'Lucas_22_mih.txt', 'Lucas_22_mie.txt']"
"['Lucas_23_IJSUD.txt', 'Lucas_23_esp_rva.txt', 'Lucas_23_esp_a.txt']","['Lucas_23_xtm.txt', 'Lucas_23_mza.txt', 'Lucas_23_mxv.txt', 'Lucas_23_mpm.txt', 'Lucas_23_mks.txt', 'Lucas_23_mjc.txt', 'Lucas_23_miy.txt', 'Lucas_23_mit.txt', 'Lucas_23_mio.txt', 'Lucas_23_mih.txt', 'Lucas_23_mie.txt']"
"['Lucas_24_IJSUD.txt', 'Lucas_24_esp_rva.txt', 'Lucas_24_esp_a.txt']","['Lucas_24_xtm.txt', 'Lucas_24_mza.txt', 'Lucas_24_mxv.txt', 'Lucas_24_mpm.txt', 'Lucas_24_mks.txt', 'Lucas_24_mjc.txt', 'Lucas_24_miy.txt', 'Lucas_24_mit.txt', 'Lucas_24_mio.txt', 'Lucas_24_mih.txt', 'Lucas_24_mie.txt']"
"['Lucas_2_IJSUD.txt', 'Lucas_2_esp_rva.txt', 'Lucas_2_esp_a.txt']","['Lucas_2_xtm.txt', 'Lucas_2_mza.txt', 'Lucas_2_mxv.txt', 'Lucas_2_mpm.txt', 'Lucas_2_mks.txt', 'Lucas_2_mjc.txt', 'Lucas_2_miy.txt', 'Lucas_2_mit.txt', 'Lucas_2_mio.txt', 'Lucas_2_mih.txt', 'Lucas_2_mie.txt']"
"['Lucas_3_IJSUD.txt', 'Lucas_3_esp_rva.txt', 'Lucas_3_esp_a.txt']","['Lucas_3_mit.txt', 'Lucas_3_mpm.txt', 'Lucas_3_mie.txt', 'Lucas_3_mks.txt', 'Lucas_3_mza.txt', 'Lucas_3_mjc.txt', 'Lucas_3_mio.txt', 'Lucas_3_xtm.txt', 'Lucas_3_mxv.txt', 'Lucas_3_mih.txt', 'Lucas_3_miy.txt']"
"['Lucas_4_IJSUD.txt', 'Lucas_4_esp_rva.txt', 'Lucas_4_esp_a.txt']","['Lucas_4_xtm.txt', 'Lucas_4_mza.txt', 'Lucas_4_mxv.txt', 'Lucas_4_mpm.txt', 'Lucas_4_mks.txt', 'Lucas_4_mjc.txt', 'Lucas_4_miy.txt', 'Lucas_4_mit.txt', 'Lucas_4_mio.txt', 'Lucas_4_mih.txt', 'Lucas_4_mie.txt']"
"['Lucas_5_IJSUD.txt', 'Lucas_5_esp_rva.txt', 'Lucas_5_esp_a.txt']","['Lucas_5_xtm.txt', 'Lucas_5_mza.txt', 'Lucas_5_mxv.txt', 'Lucas_5_mpm.txt', 'Lucas_5_mks.txt', 'Lucas_5_mjc.txt', 'Lucas_5_miy.txt', 'Lucas_5_mit.txt', 'Lucas_5_mio.txt', 'Lucas_5_mih.txt', 'Lucas_5_mie.txt']"
"['Lucas_6_IJSUD.txt', 'Lucas_6_esp_rva.txt', 'Lucas_6_esp_a.txt']","['Lucas_6_xtm.txt', 'Lucas_6_mza.txt', 'Lucas_6_mxv.txt', 'Lucas_6_mpm.txt', 'Lucas_6_mks.txt', 'Lucas_6_mjc.txt', 'Lucas_6_miy.txt', 'Lucas_6_mit.txt', 'Lucas_6_mio.txt', 'Lucas_6_mih.txt', 'Lucas_6_mie.txt']"
"['Lucas_7_IJSUD.txt', 'Lucas_7_esp_rva.txt', 'Lucas_7_esp_a.txt']","['Lucas_7_xtm.txt', 'Lucas_7_mza.txt', 'Lucas_7_mxv.txt', 'Lucas_7_mpm.txt', 'Lucas_7_mks.txt', 'Lucas_7_mjc.txt', 'Lucas_7_miy.txt', 'Lucas_7_mit.txt', 'Lucas_7_mio.txt', 'Lucas_7_mih.txt', 'Lucas_7_mie.txt']"
"['Lucas_8_IJSUD.txt', 'Lucas_8_esp_rva.txt', 'Lucas_8_esp_a.txt']","['Lucas_8_xtm.txt', 'Lucas_8_mza.txt', 'Lucas_8_mxv.txt', 'Lucas_8_mpm.txt', 'Lucas_8_mks.txt', 'Lucas_8_mjc.txt', 'Lucas_8_miy.txt', 'Lucas_8_mit.txt', 'Lucas_8_mio.txt', 'Lucas_8_mih.txt', 'Lucas_8_mie.txt']"
"['Lucas_9_IJSUD.txt', 'Lucas_9_esp_rva.txt', 'Lucas_9_esp_a.txt']","['Lucas_9_xtm.txt', 'Lucas_9_mza.txt', 'Lucas_9_mxv.txt', 'Lucas_9_mpm.txt', 'Lucas_9_mks.txt', 'Lucas_9_mjc.txt', 'Lucas_9_miy.txt', 'Lucas_9_mit.txt', 'Lucas_9_mio.txt', 'Lucas_9_mih.txt', 'Lucas_9_mie.txt']"
"['Marcos_10_IJSUD.txt', 'Marcos_10_esp_rva.txt', 'Marcos_10_esp_a.txt']","['Marcos_10_xtm.txt', 'Marcos_10_vmy.txt', 'Marcos_10_mza.txt', 'Marcos_10_mxv.txt', 'Marcos_10_mpm.txt', 'Marcos_10_mks.txt', 'Marcos_10_mjc.txt', 'Marcos_10_miy.txt', 'Marcos_10_mit.txt', 'Marcos_10_mio.txt', 'Marcos_10_mih.txt', 'Marcos_10_mie.txt']"
"['Marcos_11_IJSUD.txt', 'Marcos_11_esp_rva.txt', 'Marcos_11_esp_a.txt']","['Marcos_11_xtm.txt', 'Marcos_11_mza.txt', 'Marcos_11_mxv.txt', 'Marcos_11_mpm.txt', 'Marcos_11_mks.txt', 'Marcos_11_mjc.txt', 'Marcos_11_miy.txt', 'Marcos_11_mit.txt', 'Marcos_11_mio.txt', 'Marcos_11_mih.txt', 'Marcos_11_mie.txt']"
"['Marcos_12_IJSUD.txt', 'Marcos_12_esp_rva.txt', 'Marcos_12_esp_a.txt']","['Marcos_12_xtm.txt', 'Marcos_12_mza.txt', 'Marcos_12_mxv.txt', 'Marcos_12_mpm.txt', 'Marcos_12_mks.txt', 'Marcos_12_mjc.txt', 'Marcos_12_miy.txt', 'Marcos_12_mit.txt', 'Marcos_12_mio.txt', 'Marcos_12_mih.txt', 'Marcos_12_mie.txt']"
"['Marcos_13_IJSUD.txt', 'Marcos_13_esp_rva.txt', 'Marcos_13_esp_a.txt']","['Marcos_13_xtm.txt', 'Marcos_13_mza.txt', 'Marcos_13_mxv.txt', 'Marcos_13_mpm.txt', 'Marcos_13_mks.txt', 'Marcos_13_mjc.txt', 'Marcos_13_miy.txt', 'Marcos_13_mit.txt', 'Marcos_13_mio.txt', 'Marcos_13_mih.txt', 'Marcos_13_mie.txt']"
"['Marcos_14_IJSUD.txt', 'Marcos_14_esp_rva.txt', 'Marcos_14_esp_a.txt']","['Marcos_14_xtm.txt', 'Marcos_14_mza.txt', 'Marcos_14_mxv.txt', 'Marcos_14_mpm.txt', 'Marcos_14_mks.txt', 'Marcos_14_mjc.txt', 'Marcos_14_miy.txt', 'Marcos_14_mit.txt', 'Marcos_14_mio.txt', 'Marcos_14_mih.txt', 'Marcos_14_mie.txt']"
"['Marcos_15_IJSUD.txt', 'Marcos_15_esp_rva.txt', 'Marcos_15_esp_a.txt']","['Marcos_15_xtm.txt', 'Marcos_15_mza.txt', 'Marcos_15_mxv.txt', 'Marcos_15_mpm.txt', 'Marcos_15_mks.txt', 'Marcos_15_mjc.txt', 'Marcos_15_miy.txt', 'Marcos_15_mit.txt', 'Marcos_15_mio.txt', 'Marcos_15_mih.txt', 'Marcos_15_mie.txt']"
"['Marcos_16_IJSUD.txt', 'Marcos_16_esp_rva.txt', 'Marcos_16_esp_a.txt']","['Marcos_16_xtm.txt', 'Marcos_16_vmy.txt', 'Marcos_16_mza.txt', 'Marcos_16_mxv.txt', 'Marcos_16_mpm.txt', 'Marcos_16_mks.txt', 'Marcos_16_mjc.txt', 'Marcos_16_miy.txt', 'Marcos_16_mit.txt', 'Marcos_16_mio.txt', 'Marcos_16_mih.txt', 'Marcos_16_mie.txt']"
"['Marcos_1_esp_a.txt', 'Marcos_1_esp_rva.txt', 'Marcos_1_IJSUD.txt']","['Marcos_1_xtm.txt', 'Marcos_1_mza.txt', 'Marcos_1_mxv.txt', 'Marcos_1_mpm.txt', 'Marcos_1_mks.txt', 'Marcos_1_mjc.txt', 'Marcos_1_miy.txt', 'Marcos_1_mit.txt', 'Marcos_1_mio.txt', 'Marcos_1_mih.txt', 'Marcos_1_mie.txt']"
"['Marcos_2_IJSUD.txt', 'Marcos_2_esp_rva.txt', 'Marcos_2_esp_a.txt']","['Marcos_2_mza.txt', 'Marcos_2_mxv.txt', 'Marcos_2_mpm.txt', 'Marcos_2_mks.txt', 'Marcos_2_xtm.txt', 'Marcos_2_mjc.txt', 'Marcos_2_miy.txt', 'Marcos_2_mit.txt', 'Marcos_2_mio.txt', 'Marcos_2_mih.txt', 'Marcos_2_mie.txt']"
"['Marcos_3_IJSUD.txt', 'Marcos_3_esp_rva.txt', 'Marcos_3_esp_a.txt']","['Marcos_3_xtm.txt', 'Marcos_3_mza.txt', 'Marcos_3_mxv.txt', 'Marcos_3_mpm.txt', 'Marcos_3_mks.txt', 'Marcos_3_mjc.txt', 'Marcos_3_miy.txt', 'Marcos_3_mit.txt', 'Marcos_3_mio.txt', 'Marcos_3_mih.txt', 'Marcos_3_mie.txt']"
"['Marcos_4_IJSUD.txt', 'Marcos_4_esp_rva.txt', 'Marcos_4_esp_a.txt']","['Marcos_4_xtm.txt', 'Marcos_4_mza.txt', 'Marcos_4_mxv.txt', 'Marcos_4_mpm.txt', 'Marcos_4_mks.txt', 'Marcos_4_mjc.txt', 'Marcos_4_miy.txt', 'Marcos_4_mit.txt', 'Marcos_4_mio.txt', 'Marcos_4_mih.txt', 'Marcos_4_mie.txt']"
"['Marcos_5_IJSUD.txt', 'Marcos_5_esp_rva.txt', 'Marcos_5_esp_a.txt']","['Marcos_5_xtm.txt', 'Marcos_5_mza.txt', 'Marcos_5_mxv.txt', 'Marcos_5_mpm.txt', 'Marcos_5_mks.txt', 'Marcos_5_mjc.txt', 'Marcos_5_miy.txt', 'Marcos_5_mit.txt', 'Marcos_5_mio.txt', 'Marcos_5_mih.txt', 'Marcos_5_mie.txt']"
"['Marcos_6_IJSUD.txt', 'Marcos_6_esp_rva.txt', 'Marcos_6_esp_a.txt']","['Marcos_6_xtm.txt', 'Marcos_6_mza.txt', 'Marcos_6_mxv.txt', 'Marcos_6_mpm.txt', 'Marcos_6_mks.txt', 'Marcos_6_mjc.txt', 'Marcos_6_miy.txt', 'Marcos_6_mit.txt', 'Marcos_6_mio.txt', 'Marcos_6_mih.txt', 'Marcos_6_mie.txt']"
"['Marcos_7_IJSUD.txt', 'Marcos_7_esp_rva.txt', 'Marcos_7_esp_a.txt']","['Marcos_7_xtm.txt', 'Marcos_7_mza.txt', 'Marcos_7_mxv.txt', 'Marcos_7_mpm.txt', 'Marcos_7_mks.txt', 'Marcos_7_mjc.txt', 'Marcos_7_miy.txt', 'Marcos_7_mit.txt', 'Marcos_7_mio.txt', 'Marcos_7_mih.txt', 'Marcos_7_mie.txt']"
"['Marcos_8_IJSUD.txt', 'Marcos_8_esp_rva.txt', 'Marcos_8_esp_a.txt']","['Marcos_8_xtm.txt', 'Marcos_8_mza.txt', 'Marcos_8_mxv.txt', 'Marcos_8_mpm.txt', 'Marcos_8_mks.txt', 'Marcos_8_mjc.txt', 'Marcos_8_miy.txt', 'Marcos_8_mit.txt', 'Marcos_8_mio.txt', 'Marcos_8_mih.txt', 'Marcos_8_mie.txt']"
"['Marcos_9_IJSUD.txt', 'Marcos_9_esp_rva.txt', 'Marcos_9_esp_a.txt']","['Marcos_9_xtm.txt', 'Marcos_9_mza.txt', 'Marcos_9_mxv.txt', 'Marcos_9_mpm.txt', 'Marcos_9_mks.txt', 'Marcos_9_mjc.txt', 'Marcos_9_miy.txt', 'Marcos_9_mit.txt', 'Marcos_9_mio.txt', 'Marcos_9_mih.txt', 'Marcos_9_mie.txt']"
"['Mateo_10_IJSUD.txt', 'Mateo_10_esp_rva.txt', 'Mateo_10_esp_a.txt']","['Mateo_10_mpm.txt', 'Mateo_10_mit.txt', 'Mateo_10_mie.txt', 'Mateo_10_mks.txt', 'Mateo_10_mza.txt', 'Mateo_10_mjc.txt', 'Mateo_10_mio.txt', 'Mateo_10_xtm.txt', 'Mateo_10_mxv.txt', 'Mateo_10_mih.txt', 'Mateo_10_miy.txt']"
"['Mateo_11_esp_rva.txt', 'Mateo_11_esp_a.txt', 'Mateo_11_IJSUD.txt']","['Mateo_11_mit.txt', 'Mateo_11_mpm.txt', 'Mateo_11_mie.txt', 'Mateo_11_mks.txt', 'Mateo_11_mza.txt', 'Mateo_11_mjc.txt', 'Mateo_11_mio.txt', 'Mateo_11_xtm.txt', 'Mateo_11_mxv.txt', 'Mateo_11_mih.txt', 'Mateo_11_miy.txt']"
"['Mateo_12_esp_rva.txt', 'Mateo_12_esp_a.txt', 'Mateo_12_IJSUD.txt']","['Mateo_12_xtm.txt', 'Mateo_12_mjc.txt', 'Mateo_12_mza.txt', 'Mateo_12_mxv.txt', 'Mateo_12_mpm.txt', 'Mateo_12_mks.txt', 'Mateo_12_miy.txt', 'Mateo_12_mit.txt', 'Mateo_12_mio.txt', 'Mateo_12_mih.txt', 'Mateo_12_mie.txt']"
"['Mateo_13_IJSUD.txt', 'Mateo_13_esp_rva.txt', 'Mateo_13_esp_a.txt']","['Mateo_13_xtm.txt', 'Mateo_13_mza.txt', 'Mateo_13_mxv.txt', 'Mateo_13_mpm.txt', 'Mateo_13_mks.txt', 'Mateo_13_mjc.txt', 'Mateo_13_miy.txt', 'Mateo_13_mit.txt', 'Mateo_13_mio.txt', 'Mateo_13_mih.txt', 'Mateo_13_mie.txt']"
"['Mateo_14_IJSUD.txt', 'Mateo_14_esp_rva.txt', 'Mateo_14_esp_a.txt']","['Mateo_14_mza.txt', 'Mateo_14_mxv.txt', 'Mateo_14_mpm.txt', 'Mateo_14_mks.txt', 'Mateo_14_mjc.txt', 'Mateo_14_mie.txt', 'Mateo_14_xtm.txt', 'Mateo_14_mit.txt', 'Mateo_14_mio.txt', 'Mateo_14_mih.txt', 'Mateo_14_miy.txt']"
"['Mateo_15_IJSUD.txt', 'Mateo_15_esp_rva.txt', 'Mateo_15_esp_a.txt']","['Mateo_15_xtm.txt', 'Mateo_15_mza.txt', 'Mateo_15_mxv.txt', 'Mateo_15_mpm.txt', 'Mateo_15_mks.txt', 'Mateo_15_mjc.txt', 'Mateo_15_miy.txt', 'Mateo_15_mit.txt', 'Mateo_15_mio.txt', 'Mateo_15_mih.txt', 'Mateo_15_mie.txt']"
"['Mateo_16_IJSUD.txt', 'Mateo_16_esp_rva.txt', 'Mateo_16_esp_a.txt']","['Mateo_16_xtm.txt', 'Mateo_16_mza.txt', 'Mateo_16_mxv.txt', 'Mateo_16_mpm.txt', 'Mateo_16_mks.txt', 'Mateo_16_mjc.txt', 'Mateo_16_miy.txt', 'Mateo_16_mit.txt', 'Mateo_16_mio.txt', 'Mateo_16_mih.txt', 'Mateo_16_mie.txt']"
"['Mateo_17_IJSUD.txt', 'Mateo_17_esp_rva.txt', 'Mateo_17_esp_a.txt']","['Mateo_17_mks.txt', 'Mateo_17_xtm.txt', 'Mateo_17_mza.txt', 'Mateo_17_mxv.txt', 'Mateo_17_mpm.txt', 'Mateo_17_mjc.txt', 'Mateo_17_miy.txt', 'Mateo_17_mit.txt', 'Mateo_17_mio.txt', 'Mateo_17_mih.txt']"
"['Mateo_18_IJSUD.txt', 'Mateo_18_esp_rva.txt', 'Mateo_18_esp_a.txt']","['Mateo_18_xtm.txt', 'Mateo_18_mza.txt', 'Mateo_18_mxv.txt', 'Mateo_18_mpm.txt', 'Mateo_18_mks.txt', 'Mateo_18_mjc.txt', 'Mateo_18_miy.txt', 'Mateo_18_mit.txt', 'Mateo_18_mio.txt', 'Mateo_18_mih.txt', 'Mateo_18_mie.txt']"
"['Mateo_19_IJSUD.txt', 'Mateo_19_esp_rva.txt', 'Mateo_19_esp_a.txt']","['Mateo_19_xtm.txt', 'Mateo_19_mza.txt', 'Mateo_19_mxv.txt', 'Mateo_19_mpm.txt', 'Mateo_19_mks.txt', 'Mateo_19_mjc.txt', 'Mateo_19_miy.txt', 'Mateo_19_mit.txt', 'Mateo_19_mio.txt', 'Mateo_19_mih.txt', 'Mateo_19_mie.txt']"
"['Mateo_1_esp_VJhyvDT.txt', 'Mateo_1_esp_cz8KYuc.txt', 'Mateo_1_esp.txt']","['Mateo_1_mit.txt', 'Mateo_1_mpm.txt', 'Mateo_1_mie.txt', 'Mateo_1_mza.txt', 'Mateo_1_xtm.txt', 'Mateo_1_mks.txt', 'Mateo_1_mjc.txt', 'Mateo_1_mio.txt', 'Mateo_1_mxv.txt', 'Mateo_1_mih.txt', 'Mateo_1_miy.txt']"
"['Mateo_2.txt', 'Mateo_2_esp_rva.txt', 'Mateo_2_esp_a.txt']","['Mateo_2_mit.txt', 'Mateo_2_mks.txt', 'Mateo_2_mpm.txt', 'Mateo_2_mjc.txt', 'Mateo_2_mio.txt', 'Mateo_2_xtm.txt', 'Mateo_2_mxv.txt', 'Mateo_2_mih.txt', 'Mateo_2_miy.txt']"
"['Mateo_20_esp_rva.txt', 'Mateo_20_IJSUD.txt', 'Mateo_20_esp_a.txt']","['Mateo_20_xtm.txt', 'Mateo_20_mza.txt', 'Mateo_20_mxv.txt', 'Mateo_20_mpm.txt', 'Mateo_20_mks.txt', 'Mateo_20_miy.txt', 'Mateo_20_mit.txt', 'Mateo_20_mio.txt', 'Mateo_20_mih.txt', 'Mateo_20_mie.txt']"
"['Mateo_21_esp_rva.txt', 'Mateo_21_IJSUD.txt', 'Mateo_21_esp_a.txt']","['Mateo_21_xtm.txt', 'Mateo_21_mza.txt', 'Mateo_21_mxv.txt', 'Mateo_21_mpm.txt', 'Mateo_21_mks.txt', 'Mateo_21_mjc.txt', 'Mateo_21_miy.txt', 'Mateo_21_mit.txt', 'Mateo_21_mio.txt', 'Mateo_21_mih.txt']"
"['Mateo_22_IJSUD.txt', 'Mateo_22_esp_rva.txt', 'Mateo_22_esp_a.txt']","['Mateo_22_xtm.txt', 'Mateo_22_mza.txt', 'Mateo_22_mxv.txt', 'Mateo_22_mpm.txt', 'Mateo_22_mks.txt', 'Mateo_22_mjc.txt', 'Mateo_22_miy.txt', 'Mateo_22_mit.txt', 'Mateo_22_mio.txt', 'Mateo_22_mih.txt', 'Mateo_22_mie.txt']"
"['Mateo_23_IJSUD.txt', 'Mateo_23_esp_rva.txt', 'Mateo_23_esp_a.txt']","['Mateo_23_xtm.txt', 'Mateo_23_mza.txt', 'Mateo_23_mxv.txt', 'Mateo_23_mpm.txt', 'Mateo_23_mks.txt', 'Mateo_23_mjc.txt', 'Mateo_23_miy.txt', 'Mateo_23_mit.txt', 'Mateo_23_mio.txt', 'Mateo_23_mih.txt', 'Mateo_23_mie.txt']"
"['Mateo_24_esp_rva.txt', 'Mateo_24_IJSUD.txt', 'Mateo_24_esp_a.txt']","['Mateo_24_xtm.txt', 'Mateo_24_mza.txt', 'Mateo_24_mxv.txt', 'Mateo_24_mpm.txt', 'Mateo_24_mjc.txt', 'Mateo_24_miy.txt', 'Mateo_24_mit.txt', 'Mateo_24_mio.txt', 'Mateo_24_mih.txt', 'Mateo_24_mie.txt']"
